Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,hour,weekday,is_weekend,log_amount_paid,log_amount_received,amount_diff,same_currency,same_bank,from_account_id,to_account_id,sender_out_degree,sender_unique_receivers,sender_total_sent,sender_mean_sent,receiver_in_degree,receiver_unique_senders,receiver_total_received,receiver_mean_received,sent_received_ratio,sender_pagerank,receiver_pagerank,sample_sender_out_degree,sample_receiver_in_degree,tsne_1,tsne_2
2022-09-01 05:24:00,10404,8094C5630,210575,80BE57870,51.67,Euro,51.67,Euro,Cheque,0,5,3,0,3.964046033495298,3.964046033495298,0.0,1,0,10404_8094C5630,210575_80BE57870,3,1,497.67,165.89000000000001,3,1,497.67,165.89000000000001,0.9999999979906363,0.0,0.0,0.0,0.0,-26.774544,-3.267607
2022-09-04 00:04:00,220,800214650,18549,806712810,236.34,US Dollar,236.34,US Dollar,Cheque,0,0,6,1,5.469493712236993,5.469493712236993,0.0,1,0,220_800214650,18549_806712810,1,1,236.34,236.34,1,1,236.34,236.34,0.9999999957688077,0.0,0.0,0.0,0.0,18.878479,-28.625322
2022-09-05 18:45:00,234331,80CDAB750,222664,80D7EC5F0,5602.85,US Dollar,5602.85,US Dollar,ACH,1,18,0,0,8.631209140503376,8.631209140503376,0.0,1,0,234331_80CDAB750,222664_80D7EC5F0,1,1,5602.85,5602.85,13,13,50372595.67,3874815.051538462,0.00011122813755132204,8.08601708109036e-06,4.198822080734733e-05,0.0,5.0,-18.062576,-57.757637
2022-09-03 22:13:00,21749,800E7A300,1547,8014DDF30,209.65,Euro,209.65,Euro,Cheque,0,22,5,1,5.350197988425026,5.350197988425026,0.0,1,0,21749_800E7A300,1547_8014DDF30,4,4,11025.29,2756.3225,1,1,209.65,209.65,52.58902908376328,0.0,0.0,0.0,0.0,44.48584,-32.27247
2022-09-01 02:11:00,18067,802FF48A0,30474,80B1EF340,5930.94,Yuan,5930.94,Yuan,Cash,0,2,3,0,8.688106588574168,8.688106588574168,0.0,1,0,18067_802FF48A0,30474_80B1EF340,2,1,11861.88,5930.94,3,2,14520.169999999998,4840.056666666666,0.8169243197003255,1.395402598499172e-05,1.8790071031646424e-05,1.0,1.0,31.377476,14.641889
2022-09-02 18:00:00,21831,808099880,211,808E44B10,8726.14,UK Pound,8726.14,UK Pound,ACH,1,18,4,0,9.074192989202622,9.074192989202622,0.0,1,0,21831_808099880,211_808E44B10,2,2,18344.96,9172.48,13,13,90870.03,6990.002307692308,0.20188130233695442,2.6249109327348023e-05,3.407291365551067e-05,1.0,6.0,-25.176416,-49.530457
2022-09-06 16:49:00,122545,80888DC20,21918,8053168D0,13215.49,Euro,13215.49,Euro,ACH,1,16,1,0,9.489220571344637,9.489220571344637,0.0,1,0,122545_80888DC20,21918_8053168D0,1,1,13215.49,13215.49,14,14,96759.51,6911.393571428571,0.13658078673469326,0.0,3.17064018543981e-05,0.0,5.0,-29.398743,-46.287216
2022-09-04 14:12:00,118,80DC08990,116,80DC09FE0,5441.24,Swiss Franc,5441.24,Swiss Franc,ACH,1,14,6,1,8.601946019804048,8.601946019804048,0.0,1,0,118_80DC08990,116_80DC09FE0,1,1,5441.24,5441.24,1,1,5441.24,5441.24,0.9999999998162183,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0,19.99221,-48.078434
2022-09-05 10:05:00,210292,803B61D40,19925,80462BB20,502949.43,Yen,502949.43,Yen,Credit Card,0,10,0,0,13.12824689551788,13.12824689551788,0.0,1,0,210292_803B61D40,19925_80462BB20,2,1,653312.3200000001,326656.16000000003,3,2,892039.5800000001,297346.5266666667,0.7323804174689957,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0,32.062294,5.256789
2022-09-02 09:19:00,1420,801250200,12979,804CCFB60,980.44,US Dollar,980.44,US Dollar,Cheque,0,9,4,0,6.889020880925886,6.889020880925886,0.0,1,0,1420_801250200,12979_804CCFB60,1,1,980.44,980.44,1,1,980.44,980.44,0.9999999989800498,0.0,0.0,0.0,0.0,-4.0351415,53.496365
2022-09-06 16:25:00,27402,8132695C0,1669,81326B0C0,340.99,Euro,340.99,Euro,ACH,1,16,1,0,5.834781496869033,5.834781496869033,0.0,1,0,27402_8132695C0,1669_81326B0C0,1,1,340.99,340.99,3,3,2563.33,854.4433333333333,0.13302618073637568,0.0,1.395402598499172e-05,0.0,1.0,-10.957558,-18.070295
2022-09-14 11:11:00,1124,8009F1D10,29404,8041A3440,11139.31,US Dollar,11139.31,US Dollar,ACH,1,11,2,0,9.318325340742208,9.318325340742208,0.0,1,0,1124_8009F1D10,29404_8041A3440,3,2,12263.349999999999,4087.783333333333,13,13,123998.91,9538.377692307693,0.09889885322299284,1.395402598499172e-05,3.407291365551067e-05,1.0,4.0,-17.625708,-51.55033
2022-09-05 03:57:00,70,100428660,17425,80B599740,12125.49,US Dollar,12125.49,US Dollar,Cheque,1,3,0,0,9.403147594853683,9.403147594853683,0.0,1,0,70_100428660,17425_80B599740,5600,4322,1416091132.26,252873.416475,2,1,24250.98,12125.49,58393.150800569994,7.431068899654856e-05,7.277224870585592e-06,1867.0,1.0,22.264162,50.905327
2022-09-09 17:35:00,12359,807FD0990,1047,809470750,4175.96,US Dollar,4175.96,US Dollar,Cheque,0,17,4,0,8.337338988200425,8.337338988200425,0.0,1,0,12359_807FD0990,1047_809470750,1,1,4175.96,4175.96,4,2,9335.15,2333.7875,0.4473372146727865,0.0,1.395402598499172e-05,0.0,1.0,3.9442677,29.046175
2022-09-01 06:32:00,39668,80F0218B0,140304,80F040220,6888.91,Swiss Franc,6888.91,Swiss Franc,Credit Card,0,6,3,0,8.837813301513101,8.837813301513101,0.0,1,0,39668_80F0218B0,140304_80F040220,1,1,6888.91,6888.91,1,1,6888.91,6888.91,0.9999999998548391,1.1406885547681012e-05,0.0,0.0,0.0,46.896008,0.16622178
2022-09-07 21:35:00,2824,80200E890,214,809111530,8877.08,Canadian Dollar,8877.08,Canadian Dollar,ACH,1,21,2,0,9.091340596391904,9.091340596391904,0.0,1,0,2824_80200E890,214_809111530,6,6,20160.16,3360.0266666666666,1,1,8877.08,8877.08,2.271035069834784,7.247730094818736e-06,9.48316205820973e-06,3.0,1.0,19.512491,-11.941758
2022-09-07 13:19:00,513,8005CBFC0,1467,800725000,1888.51,US Dollar,1888.51,US Dollar,Cheque,0,13,2,0,7.544072815180937,7.544072815180937,0.0,1,0,513_8005CBFC0,1467_800725000,6,4,6773.55,1128.925,2,2,6666.91,3333.455,1.015995416014916,7.247730094818736e-06,9.48316205820973e-06,3.0,1.0,0.5832148,26.793203
2022-09-06 21:54:00,22,800DC9020,1655,800DC9C80,627.29,Euro,627.29,Euro,ACH,1,21,1,0,6.443001843318529,6.443001843318529,0.0,1,0,22_800DC9020,1655_800DC9C80,2,2,15602.400000000001,7801.200000000001,2,2,646.4599999999999,323.22999999999996,24.135135933955493,1.395402598499172e-05,2.6249109327348023e-05,0.0,1.0,-10.380371,-19.41055
2022-09-09 04:07:00,1,8001093C0,10,80010A750,17232.5,US Dollar,17232.5,US Dollar,ACH,1,4,4,0,9.754610442961528,9.754610442961528,0.0,1,0,1_8001093C0,10_80010A750,7,5,608572.11,86938.87285714285,1,1,17232.5,17232.5,35.315369793395305,1.395402598499172e-05,1.10951770737613e-05,3.0,1.0,-35.716316,23.163204
2022-09-05 15:58:00,14,80FF958C0,143493,8112593E0,2304.7,Shekel,2304.7,Shekel,Credit Card,0,15,0,0,7.743139596962568,7.743139596962568,0.0,1,0,14_80FF958C0,143493_8112593E0,2,2,6522.78,3261.39,1,1,2304.7,2304.7,2.830207834932873,2.6249109327348023e-05,0.0,1.0,0.0,42.923653,4.4302254
2022-09-07 12:20:00,26,8076D0270,5,807C350B0,122273.7,UK Pound,122273.7,UK Pound,ACH,0,12,2,0,11.714025431918554,11.714025431918554,0.0,1,0,26_8076D0270,5_807C350B0,7,3,621809.73,88829.96142857142,3,1,608007.28,202669.09333333335,1.0227011262085173,7.247730094818736e-06,0.0,2.0,0.0,27.477747,-10.108644
2022-09-07 07:13:00,210431,809BFD6B0,1,80245C4A0,1515.45,US Dollar,1515.45,US Dollar,ACH,1,7,2,0,7.324127355928976,7.324127355928976,0.0,1,0,210431_809BFD6B0,1_80245C4A0,17,17,4532867.3100000005,266639.2535294118,2,2,1740.3700000000001,870.1850000000001,2604.5423142179293,7.247730094818736e-06,0.0,4.0,0.0,-43.31116,33.253784
2022-09-10 02:57:00,139819,80EDCC180,116,80F0F2000,401.95,Swiss Franc,401.95,Swiss Franc,Credit Card,0,2,5,1,5.998812484770521,5.998812484770521,0.0,1,0,139819_80EDCC180,116_80F0F2000,1,1,401.95,401.95,1,1,401.95,401.95,0.9999999975121284,0.0,0.0,0.0,0.0,32.95881,-38.233376
2022-09-09 20:22:00,70,1004286A8,24850,8102F0DA0,121.41,Euro,121.41,Euro,Cash,0,20,4,0,4.807376066087421,4.807376066087421,0.0,1,0,70_1004286A8,24850_8102F0DA0,3313,2591,816043920.38,246315.70189556293,3,1,251.99,83.99666666666667,3238398.0203246237,2.7366617765337683e-05,0.0,1092.0,0.0,-13.750847,73.36207
2022-09-01 21:15:00,13516,801EC8E00,13516,801EC8E00,1228754.7,Euro,1228754.7,Euro,Reinvestment,0,21,3,0,14.021512589293385,14.021512589293385,0.0,1,1,13516_801EC8E00,13516_801EC8E00,2,2,1413295.14,706647.57,3,2,3699674.3600000003,1233224.7866666669,0.3820052800537877,4.525048855987732e-05,4.525048855987732e-05,1.0,2.0,-48.962917,-9.048493
2022-09-05 08:23:00,21749,801864830,15,80459D750,30815844.72,Yen,30815844.72,Yen,Cheque,0,8,0,0,17.243539587077322,17.243539587077322,0.0,1,0,21749_801864830,15_80459D750,4,2,92447562.17,23111890.5425,3,1,92447534.16,30815844.72,1.0000003029826514,7.267157229461719e-06,1.3978946461121537e-05,1.0,1.0,13.7394085,14.310681
2022-09-02 22:02:00,5175,801F14DC0,15231,802F2D800,310.19,Euro,310.19,Euro,Cheque,0,22,4,0,5.7404036581118465,5.7404036581118465,0.0,1,0,5175_801F14DC0,15231_802F2D800,2,1,620.38,310.19,5,3,42029.24,8405.848,0.014760676138451214,7.247730094818736e-06,4.525048855987732e-05,1.0,2.0,-11.641576,14.662822
2022-09-06 02:45:00,18196,8030FA910,5627,8084AEC00,4041.64,Yuan,4041.64,Yuan,Cheque,0,2,1,0,8.304653222886218,8.304653222886218,0.0,1,0,18196_8030FA910,5627_8084AEC00,2,1,7611.25,3805.625,2,1,7611.25,3805.625,0.9999999998686155,0.0,0.0,0.0,0.0,26.075506,22.13136
2022-09-07 08:51:00,10,8001CC420,2824,80AEA7520,2449.57,US Dollar,2449.57,US Dollar,Cash,0,8,2,0,7.8040759295404705,7.8040759295404705,0.0,1,0,10_8001CC420,2824_80AEA7520,3,2,14767.100000000002,4922.366666666668,2,1,2938.0600000000004,1469.0300000000002,5.026139695912902,0.0,0.0,0.0,0.0,-25.226208,40.429577
2022-09-08 11:29:00,11,800748140,410,80132E270,90.1,Euro,90.1,Euro,Cheque,0,11,3,0,4.511957804265912,4.511957804265912,0.0,1,0,11_800748140,410_80132E270,1,1,90.1,90.1,2,2,2911.5099999999998,1455.7549999999999,0.0309461413387053,0.0,0.0,0.0,0.0,-29.633682,-1.3982152
2022-09-05 12:50:00,137888,80F0DFC80,127142,812B23F10,31.62,US Dollar,31.62,US Dollar,ACH,0,12,0,0,3.484925597192868,3.484925597192868,0.0,1,0,137888_80F0DFC80,127142_812B23F10,1,1,31.62,31.62,1,1,31.62,31.62,0.9999999683744475,0.0,0.0,0.0,0.0,-32.15997,35.694553
2022-09-01 07:47:00,15,80382C2B0,210292,803DFF530,188199.97,Yen,188199.97,Yen,Credit Card,0,7,3,0,12.145265660211527,12.145265660211527,0.0,1,0,15_80382C2B0,210292_803DFF530,3,2,292142.4,97380.8,2,1,259910.2,129955.1,1.1240128321200014,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0,36.30572,4.596062
2022-09-05 09:30:00,70,100428780,214529,805E3EE70,21262.91,Rupee,21262.91,Rupee,Cheque,0,9,0,0,9.964766548438426,9.964766548438426,0.0,1,0,70_100428780,214529_805E3EE70,562,426,27178635067.34,48360560.61804271,3,2,104735.45,34911.816666666666,259497.95477157453,2.06603218751647e-05,1.395402598499172e-05,180.0,1.0,68.99935,-17.062044
2022-09-09 08:27:00,16031,80C7D8FD0,16586,80E058660,543297.51,US Dollar,543297.51,US Dollar,Cheque,0,8,4,0,13.205414190036313,13.205414190036313,0.0,1,0,16031_80C7D8FD0,16586_80E058660,5,2,2010361.35,402072.27,4,1,2009541.9,502385.475,1.000407779503876,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0,5.147515,19.6022
2022-09-01 00:22:00,27,80C94E940,27,80C94E940,6241.93,Mexican Peso,6241.93,Mexican Peso,Reinvestment,0,0,3,0,8.739204902440818,8.739204902440818,0.0,1,1,27_80C94E940,27_80C94E940,1,1,6241.93,6241.93,1,1,6241.93,6241.93,0.999999999839793,0.0,0.0,0.0,0.0,-61.884804,-17.43331
2022-09-07 21:49:00,116,80DDB0EB0,39556,80EE37FB0,516.67,Swiss Franc,516.67,Swiss Franc,Cheque,0,21,2,0,6.249337973609879,6.249337973609879,0.0,1,0,116_80DDB0EB0,39556_80EE37FB0,2,2,558.17,279.085,1,1,516.67,516.67,1.0803220603473744,7.247730094818736e-06,0.0,1.0,0.0,45.09228,27.93505
2022-09-05 18:29:00,70,100428660,4503,802134DE0,52.45,US Dollar,52.45,US Dollar,Cheque,1,18,0,0,3.9787466374710543,3.9787466374710543,0.0,1,0,70_100428660,4503_802134DE0,5600,4322,1416091132.26,252873.416475,2,1,69.78,34.89,20293653.080629792,7.431068899654856e-05,7.247730094818736e-06,1867.0,0.0,15.3011875,56.550514
2022-09-05 23:16:00,70,100428660,23537,80160F270,1014.11,US Dollar,1014.11,US Dollar,Cheque,0,23,0,0,6.922752259988044,6.922752259988044,0.0,1,0,70_100428660,23537_80160F270,5600,4322,1416091132.26,252873.416475,2,2,11791.11,5895.555,120098.20382812998,7.431068899654856e-05,1.3983520760758576e-05,1867.0,2.0,24.292812,47.26227
2022-09-09 06:09:00,14290,8023C83B0,113060,80D47E6A0,7563.4,Euro,7563.4,Euro,Credit Card,0,6,4,0,8.931208310453117,8.931208310453117,0.0,1,0,14290_8023C83B0,113060_80D47E6A0,1,1,7563.4,7563.4,1,1,7563.4,7563.4,0.9999999998677843,1.823680808224447e-05,2.251959017949722e-05,1.0,1.0,-15.270519,-8.689633
2022-09-01 00:14:00,116,80F0D9210,116,80F0D9210,8.09,Swiss Franc,8.09,Swiss Franc,Reinvestment,0,0,3,0,2.2071749081893874,2.2071749081893874,0.0,1,1,116_80F0D9210,116_80F0D9210,1,1,8.09,8.09,1,1,8.09,8.09,0.999999876390621,0.0,0.0,0.0,0.0,-62.74187,-2.2773309
2022-09-06 07:52:00,1501,80099C360,12513,8023358B0,4885.03,Euro,4885.03,Euro,ACH,0,7,1,0,8.49413539179065,8.49413539179065,0.0,1,0,1501_80099C360,12513_8023358B0,10,5,8884.01,888.4010000000001,1,1,4885.03,4885.03,1.8186193325693765,7.247730094818736e-06,0.0,1.0,0.0,-21.088478,-22.531376
2022-09-09 03:34:00,71,804EFB890,213005,8050362F0,34140.06,Rupee,34140.06,Rupee,Cheque,0,3,4,0,10.43825604448975,10.43825604448975,0.0,1,0,71_804EFB890,213005_8050362F0,3,2,349338.25,116446.08333333333,3,2,104332.17,34777.39,3.348327270454086,7.247730094818736e-06,1.4008898545097435e-05,2.0,2.0,18.271788,29.670254
2022-09-03 14:09:00,212,80767CAF0,15010,80278F960,4023.45,Euro,4023.45,Euro,ACH,1,14,5,1,8.30014353455302,8.30014353455302,0.0,1,0,212_80767CAF0,15010_80278F960,1,1,4023.45,4023.45,1,1,4023.45,4023.45,0.9999999997514571,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0,50.479374,-39.16369
2022-09-02 19:17:00,13327,80348CA40,23885,805AB2FC0,504.11,US Dollar,504.11,US Dollar,Cheque,0,19,4,0,6.224776227337818,6.224776227337818,0.0,1,0,13327_80348CA40,23885_805AB2FC0,2,1,567.66,283.83,2,1,567.66,283.83,0.9999999982383821,0.0,0.0,0.0,0.0,1.2657125,53.39272
2022-09-09 06:07:00,345202,811806D40,247280,8118068A0,1663.81,Shekel,1663.81,Shekel,Cheque,0,6,4,0,7.417466281788919,7.417466281788919,0.0,1,0,345202_811806D40,247280_8118068A0,1,1,1663.81,1663.81,2,2,16522.14,8261.07,0.10070184612279633,0.0,0.0,0.0,0.0,39.58026,31.954212
2022-09-04 20:17:00,211,807F9DE30,211,807E78CD0,1347.01,UK Pound,1347.01,UK Pound,ACH,1,20,6,1,7.206384709842363,7.206384709842363,0.0,1,1,211_807F9DE30,211_807E78CD0,2,2,1358.7,679.35,2,2,1599.75,799.875,0.8493202057513235,2.6249109327348023e-05,1.395402598499172e-05,1.0,1.0,-45.424038,-22.248844
2022-09-02 01:24:00,70,1004286A8,16941,80DE851D0,2240.07,Euro,2240.07,Euro,Cheque,1,1,4,0,7.714708709368424,7.714708709368424,0.0,1,0,70_1004286A8,16941_80DE851D0,3313,2591,816043920.38,246315.70189556293,2,2,12361.85,6180.925,66013.09029910466,2.7366617765337683e-05,0.0,1092.0,0.0,-14.159393,68.37939
2022-09-09 22:23:00,212,8000497F0,7,807666E50,448.32,UK Pound,448.32,UK Pound,Cheque,0,22,4,0,6.107735328773368,6.107735328773368,0.0,1,0,212_8000497F0,7_807666E50,3,3,1452477.2899999998,484159.0966666666,2,2,458.02,229.01,3171.2093070800197,1.2742269088531606e-05,2.6249109327348023e-05,2.0,1.0,34.415966,33.35426
2022-09-04 00:29:00,225215,809852800,135981,80F984C70,8753.44,US Dollar,8753.44,US Dollar,ACH,1,0,6,1,9.077316279224746,9.077316279224746,0.0,1,0,225215_809852800,135981_80F984C70,1,1,8753.44,8753.44,10,9,107393.53,10739.353,0.08150807595130259,7.247730094818736e-06,3.890895870216538e-05,1.0,4.0,1.4696158,-61.686176
2022-09-08 23:28:00,13327,80171BB30,24850,8079A4BF0,23020618.18,Euro,23020618.18,Euro,ACH,1,23,3,0,16.95190085837673,16.95190085837673,0.0,1,0,13327_80171BB30,24850_8079A4BF0,1,1,23020618.18,23020618.18,1,1,23020618.18,23020618.18,0.9999999999999566,0.0,0.0,0.0,0.0,9.0207205,5.3190055
2022-09-01 14:38:00,225734,8095AF170,139828,80EB89D80,581.34,Swiss Franc,581.34,Swiss Franc,ACH,1,14,3,0,6.367054469597326,6.367054469597326,0.0,1,0,225734_8095AF170,139828_80EB89D80,13,13,191171.44,14705.495384615384,1,1,581.34,581.34,328.8461823909482,7.247730094818736e-06,8.205772364843449e-06,7.0,1.0,20.89992,-16.755262
2022-09-01 09:06:00,15231,80266F880,23691,8021353D0,25.22,Euro,25.22,Euro,ACH,1,9,3,0,3.2665224783355535,3.2665224783355535,0.0,1,0,15231_80266F880,23691_8021353D0,30,3,309566.0,10318.866666666667,28,2,213603.0,7628.678571428572,1.449258671453822,3.3608407894986295e-05,1.8889810759709757e-05,2.0,1.0,-43.382946,-41.946983
2022-09-10 17:06:00,1,800459750,21258,8028E8460,13313.45,US Dollar,13313.45,US Dollar,ACH,1,17,5,1,9.496605190598038,9.496605190598038,0.0,1,0,1_800459750,21258_8028E8460,1,1,13313.45,13313.45,15,14,151232.79,10082.186,0.08803282674287743,0.0,2.857562902700136e-05,0.0,4.0,-1.1369567,-60.35069
2022-09-01 05:40:00,227786,80BDF9D00,1674,80EFEF530,1572.36,US Dollar,1572.36,US Dollar,Cash,0,5,3,0,7.360968738920398,7.360968738920398,0.0,1,0,227786_80BDF9D00,1674_80EFEF530,2,2,5723204.090000001,2861602.0450000004,1,1,1572.36,1572.36,3639.881507008649,2.6249109327348023e-05,0.0,1.0,0.0,-18.324856,52.985188
2022-09-10 08:24:00,110603,804D16110,12446,8067099C0,3451.33,US Dollar,3451.33,US Dollar,Credit Card,0,8,5,1,8.146804644389745,8.146804644389745,0.0,1,0,110603_804D16110,12446_8067099C0,1,1,3451.33,3451.33,1,1,3451.33,3451.33,0.9999999997102567,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0,22.92079,-37.7696
2022-09-09 10:22:00,2439,80340AC10,11157,80340B7F0,2137.57,US Dollar,2137.57,US Dollar,ACH,1,10,4,0,7.667892660355466,7.667892660355466,0.0,1,0,2439_80340AC10,11157_80340B7F0,1,1,2137.57,2137.57,1,1,2137.57,2137.57,0.9999999995321791,0.0,0.0,0.0,0.0,-47.48616,41.302227
2022-09-09 22:37:00,13154,804D98D60,14381,8057393A0,482547.24,Rupee,482547.24,Rupee,Cheque,0,22,4,0,13.086836174038195,13.086836174038195,0.0,1,0,13154_804D98D60,14381_8057393A0,2,1,965094.48,482547.24,2,1,965094.48,482547.24,0.9999999999989638,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0,14.0958185,21.03752
2022-09-09 23:49:00,220,8001325C0,11,8001D6370,6791.47,Euro,6791.47,Euro,ACH,1,23,4,0,8.823569924654754,8.823569924654754,0.0,1,0,220_8001325C0,11_8001D6370,8,4,37888.63,4736.07875,1,1,6791.47,6791.47,5.578855534136371,7.247730094818736e-06,1.0600878039905228e-05,2.0,1.0,-4.3468957,-22.63281
2022-09-06 10:38:00,13184,804FBEA10,16,804FC0440,54780.53,Rupee,54780.53,Rupee,ACH,1,10,1,0,10.91110837232846,10.91110837232846,0.0,1,0,13184_804FBEA10,16_804FC0440,1,1,54780.53,54780.53,2,2,324855.47,162427.735,0.16863046818891914,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0,18.877615,-5.180567
2022-09-01 23:08:00,30474,80E969F40,30474,80E969F40,61.38,Yuan,61.38,Yuan,Reinvestment,0,23,3,0,4.133244711179657,4.133244711179657,0.0,1,1,30474_80E969F40,30474_80E969F40,1,1,61.38,61.38,2,2,611.6,305.8,0.10035971206612213,1.395402598499172e-05,1.395402598499172e-05,0.0,1.0,-66.65188,2.6302037
2022-09-06 12:01:00,3698,80D0D5F80,31149,80EB13650,12319.55,Euro,12319.55,Euro,ACH,1,12,1,0,9.419023878948192,9.419023878948192,0.0,1,0,3698_80D0D5F80,31149_80EB13650,1,1,12319.55,12319.55,3,2,18606.059999999998,6202.0199999999995,0.662125672997823,1.7617051980800294e-05,0.0,0.0,0.0,-19.08218,-25.571445
2022-09-06 19:22:00,4523,801BCE220,701,8013F0350,17842.65,US Dollar,17842.65,US Dollar,ACH,1,19,1,0,9.789402981619565,9.789402981619565,0.0,1,0,4523_801BCE220,701_8013F0350,1,1,17842.65,17842.65,12,12,135397.48,11283.123333333335,0.13177977906138444,0.0,2.857562902700136e-05,0.0,3.0,-15.755033,-54.00904
2022-09-07 09:26:00,1362,806A86C50,15447,80B16C430,75.49,US Dollar,75.49,US Dollar,ACH,0,9,2,0,4.337160013333775,4.337160013333775,0.0,1,0,1362_806A86C50,15447_80B16C430,2,1,167.32999999999998,83.66499999999999,2,1,167.32999999999998,83.66499999999999,0.9999999940237854,0.0,0.0,0.0,0.0,-46.113983,46.19205
