Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,hour,weekday,is_weekend,log_amount_paid,log_amount_received,amount_diff,same_currency,same_bank,from_account_id,to_account_id,sender_out_degree,sender_unique_receivers,sender_total_sent,sender_mean_sent,receiver_in_degree,receiver_unique_senders,receiver_total_received,receiver_mean_received,sent_received_ratio,sender_pagerank,receiver_pagerank,sample_sender_out_degree,sample_receiver_in_degree
2022-09-09 04:08:00,10,8003A69A0,11405,800E52A50,674.8,US Dollar,674.8,US Dollar,Cheque,0,4,4,0,6.515897174280189,6.515897174280189,0.0,1,0,10_8003A69A0,11405_800E52A50,7,5,60121.159999999996,8588.737142857142,3,2,3205.96,1068.6533333333334,18.752935152418328,7.247730094818736e-06,1.0600878039905228e-05,2.0,1.0
2022-09-03 11:45:00,1024,801E2F910,222103,80A2824B0,32.95,Euro,32.95,Euro,Credit Card,0,11,5,1,3.5248888540047054,3.5248888540047054,0.0,1,0,1024_801E2F910,222103_80A2824B0,6,2,2271.02,378.50333333333333,5,2,145.20000000000002,29.040000000000003,15.640633501097565,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0
2022-09-06 21:31:00,15980,80356FCE0,16109,812801120,191.12,US Dollar,191.12,US Dollar,Credit Card,0,21,1,0,5.2581201767966235,5.2581201767966235,0.0,1,0,15980_80356FCE0,16109_812801120,1,1,191.12,191.12,1,1,191.12,191.12,0.9999999947676853,0.0,0.0,0.0,0.0
2022-09-02 05:16:00,3236,8045B2960,210404,803E42EC0,237.23,US Dollar,237.23,US Dollar,Cheque,0,5,4,0,5.473236593575229,5.473236593575229,0.0,1,0,3236_8045B2960,210404_803E42EC0,1,1,237.23,237.23,1,1,237.23,237.23,0.9999999957846816,0.0,0.0,0.0,0.0
2022-09-09 06:57:00,70,1004286A8,113060,80C0C6DF0,21375.05,Euro,21375.05,Euro,Cheque,1,6,4,0,9.970026415405492,9.970026415405492,0.0,1,0,70_1004286A8,113060_80C0C6DF0,3313,2591,816043920.38,246315.70189556293,1,1,21375.05,21375.05,38177.40404545592,2.7366617765337683e-05,7.267157229461719e-06,1092.0,1.0
2022-09-02 11:17:00,70,1004287C8,16787,806AA9ED0,430648.1,Ruble,430648.1,Ruble,Cheque,0,11,4,0,12.973048884350977,12.973048884350977,0.0,1,0,70_1004287C8,16787_806AA9ED0,466,358,9535770876.66,20463027.632317595,2,2,1962660.5699999998,981330.2849999999,4858.594003676928,2.7366617765337683e-05,7.384597391787362e-06,155.0,1.0
2022-09-05 16:58:00,1467,800405C70,6179,80A3813D0,432.11,US Dollar,432.11,US Dollar,ACH,0,16,0,0,6.070991737309833,6.070991737309833,0.0,1,0,1467_800405C70,6179_80A3813D0,3,2,1281.45,427.15000000000003,1,1,432.11,432.11,2.9655643170360224,7.247730094818736e-06,0.0,1.0,0.0
2022-09-09 06:41:00,313957,8099F44D0,701,8099EE890,95.64,US Dollar,95.64,US Dollar,ACH,0,6,4,0,4.570992734186505,4.570992734186505,0.0,1,0,313957_8099F44D0,701_8099EE890,1,1,95.64,95.64,1,1,95.64,95.64,0.999999989544124,0.0,0.0,0.0,0.0
2022-09-02 05:51:00,13858,80229CA60,5328,803CB9590,102324.55,Euro,102324.55,Euro,Cash,0,5,4,0,11.535914676376699,11.535914676376699,0.0,1,0,13858_80229CA60,5328_803CB9590,1,1,102324.55,102324.55,1,1,102324.55,102324.55,0.9999999999902273,0.0,0.0,0.0,0.0
2022-09-05 15:50:00,10,8003E5E20,11107,8006B6500,25396155.92,US Dollar,25396155.92,US Dollar,ACH,0,15,0,0,17.050108418179203,17.050108418179203,0.0,1,0,10_8003E5E20,11107_8006B6500,5,3,50851555.910000004,10170311.182,2,1,50792311.84,25396155.92,1.0011663983751247,8.588989272853333e-06,1.4921234994322661e-05,1.0,1.0
2022-09-02 18:33:00,18107,80360A470,5627,809F53730,5062.73,Yuan,5062.73,Yuan,Credit Card,0,18,4,0,8.529858644867037,8.529858644867037,0.0,1,0,18107_80360A470,5627_809F53730,2,1,6364.2699999999995,3182.1349999999998,2,1,6364.2699999999995,3182.1349999999998,0.9999999998428727,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0
2022-09-02 12:39:00,16,804B858B0,212818,804BD4BF0,64970.38,Rupee,64970.38,Rupee,Cash,0,12,4,0,11.081702144221572,11.081702144221572,0.0,1,0,16_804B858B0,212818_804BD4BF0,1,1,64970.38,64970.38,2,2,75740.66,37870.33,0.8578005525584567,7.247730094818736e-06,2.06603218751647e-05,1.0,2.0
2022-09-07 12:46:00,43462,810CCA350,143496,810CF8F10,11207.25,Shekel,11207.25,Shekel,ACH,1,12,2,0,9.324405393264152,9.324405393264152,0.0,1,0,43462_810CCA350,143496_810CF8F10,1,1,11207.25,11207.25,3,3,30785.6,10261.866666666667,0.3640419546682851,0.0,1.395402598499172e-05,0.0,1.0
2022-09-01 00:19:00,245558,810ED7FE0,245558,810ED7FE0,45.44,Shekel,45.44,Shekel,Reinvestment,0,0,3,0,3.8381611568296905,3.8381611568296905,0.0,1,1,245558_810ED7FE0,245558_810ED7FE0,1,1,45.44,45.44,3,2,172.17,57.38999999999999,0.263925188686036,3.5749798943612676e-05,3.5749798943612676e-05,1.0,2.0
2022-09-07 15:36:00,220,80FFA3E50,142950,81088FD60,115571.43,Shekel,115571.43,Shekel,Cheque,0,15,2,0,11.657652711966316,11.657652711966316,0.0,1,0,220_80FFA3E50,142950_81088FD60,2,2,167339.59999999998,83669.79999999999,2,2,120916.4,60458.2,1.383928069299252,7.247730094818736e-06,0.0,1.0,0.0
2022-09-05 18:12:00,70,1004286A8,3489,808FA0FA0,11003.99,Euro,11003.99,Euro,Cash,0,18,0,0,9.306104085282275,9.306104085282275,0.0,1,0,70_1004286A8,3489_808FA0FA0,3313,2591,816043920.38,246315.70189556293,2,2,12965.39,6482.695,62940.1753681964,2.7366617765337683e-05,1.395402598499172e-05,1092.0,1.0
2022-09-09 08:07:00,5328,8028C0B00,1502,802949330,1975.18,Euro,1975.18,Euro,ACH,1,8,4,0,7.588920967276496,7.588920967276496,0.0,1,0,5328_8028C0B00,1502_802949330,1,1,1975.18,1975.18,1,1,1975.18,1975.18,0.999999999493717,0.0,7.247730094818736e-06,0.0,0.0
2022-09-07 09:00:00,217496,807037ED0,18405,80743CB60,176473.39,Ruble,176473.39,Ruble,Cheque,0,9,2,0,12.080931045677447,12.080931045677447,0.0,1,0,217496_807037ED0,18405_80743CB60,2,2,610013.26,305006.63,1,1,176473.39,176473.39,3.4566869259809834,0.0,0.0,0.0,0.0
2022-09-05 17:05:00,138395,80FC30F10,142023,80FC30F60,273.34,Swiss Franc,273.34,Swiss Franc,ACH,1,17,0,0,5.614368213050261,5.614368213050261,0.0,1,0,138395_80FC30F10,142023_80FC30F60,1,1,273.34,273.34,1,1,273.34,273.34,0.9999999963415527,0.0,0.0,0.0,0.0
2022-09-05 07:08:00,10099,803AF5A00,110057,803FCC120,86058.74,Yen,86058.74,Yen,Credit Card,0,7,0,0,11.36279698523999,11.36279698523999,0.0,1,0,10099_803AF5A00,110057_803FCC120,8,6,5321042.5600000005,665130.3200000001,2,1,455075.79,227537.895,11.69265137129863,7.247730094818736e-06,9.48316205820973e-06,3.0,1.0
2022-09-13 19:05:00,18617,8073E7BB0,225263,80E6BFD50,5105.07,US Dollar,5105.07,US Dollar,ACH,1,19,1,0,8.538185307068993,8.538185307068993,0.0,1,0,18617_8073E7BB0,225263_80E6BFD50,1,1,5105.07,5105.07,13,13,136412.32,10493.255384615386,0.037423819197287864,7.247730094818736e-06,5.0534536415383406e-05,1.0,7.0
2022-09-07 16:49:00,1457,80175AAD0,19329,804836920,6.77,US Dollar,6.77,US Dollar,ACH,0,16,2,0,2.050270164379556,2.050270164379556,0.0,1,0,1457_80175AAD0,19329_804836920,6,3,3961293.27,660215.545,4,2,6937.33,1734.3325,571.0112203728219,9.48316205820973e-06,1.1406885547681012e-05,2.0,1.0
2022-09-02 10:06:00,223,811E9E120,48755,811D856C0,3043.0,Saudi Riyal,3043.0,Saudi Riyal,Cheque,0,10,4,0,8.020927718981577,8.020927718981577,0.0,1,0,223_811E9E120,48755_811D856C0,2,2,4418.82,2209.41,2,2,3217.49,1608.745,1.3733748973972337,2.5496366921819406e-05,2.5872738124583714e-05,2.0,2.0
2022-09-04 16:54:00,70,1004289C0,44650,8109DC5B0,29414.96,Shekel,29414.96,Shekel,Cheque,0,16,6,1,10.289292663175996,10.289292663175996,0.0,1,0,70_1004289C0,44650_8109DC5B0,548,422,51059901.480000004,93175.00270072994,3,1,88244.88,29414.960000000003,578.6160225887484,2.06603218751647e-05,7.334849169198961e-06,188.0,1.0
2022-09-05 15:37:00,148350,812D0C3C0,50528,812D0C600,31881.74,Saudi Riyal,31881.74,Saudi Riyal,ACH,1,15,0,0,10.369820076513278,10.369820076513278,0.0,1,0,148350_812D0C3C0,50528_812D0C600,17,2,412546.68000000005,24267.451764705886,13,2,357339.79,27487.67615384615,1.1544941020949433,2.1307833283037106e-05,3.0531891424600784e-05,2.0,2.0
2022-09-06 01:02:00,4866,801DA5A50,11405,801DA5E90,2791.68,US Dollar,2791.68,US Dollar,ACH,1,1,1,0,7.93475698723664,7.93475698723664,0.0,1,0,4866_801DA5A50,11405_801DA5E90,1,1,2791.68,2791.68,1,1,2791.68,2791.68,0.9999999996417928,0.0,0.0,0.0,0.0
2022-09-07 16:55:00,1588,808B15B90,8771,810435290,490.94,US Dollar,490.94,US Dollar,Cheque,0,16,2,0,6.198356757836141,6.198356757836141,0.0,1,0,1588_808B15B90,8771_810435290,2,1,981.88,490.94,2,1,981.88,490.94,0.9999999989815456,1.0600878039905228e-05,1.6372048508319074e-05,1.0,1.0
2022-09-08 10:00:00,11,80005F430,240774,80EDF8C80,6366.97,Swiss Franc,6366.97,Swiss Franc,ACH,1,10,3,0,8.759036016457845,8.759036016457845,0.0,1,0,11_80005F430,240774_80EDF8C80,10,7,83259.19,8325.919,1,1,6366.97,6366.97,13.076736656042554,1.395402598499172e-05,0.0,2.0,0.0
2022-09-05 01:19:00,11852,801423C50,117733,807CBD640,1274.22,Euro,1274.22,Euro,Cheque,0,1,0,0,7.150873991727265,7.150873991727265,0.0,1,0,11852_801423C50,117733_807CBD640,7,3,4628.63,661.2328571428571,3,1,3822.66,1274.22,1.2108400953234555,7.247730094818736e-06,0.0,2.0,0.0
2022-09-06 11:37:00,12446,8065810F0,115359,80A52C370,129.0,US Dollar,129.0,US Dollar,Credit Card,0,11,1,0,4.867534450455582,4.867534450455582,0.0,1,0,12446_8065810F0,115359_80A52C370,1,1,129.0,129.0,1,1,129.0,129.0,0.9999999922480621,0.0,0.0,0.0,0.0
2022-09-01 13:29:00,28726,8033FCB90,28726,8033FCB90,1533134.44,Euro,1533134.44,Euro,Reinvestment,0,13,3,0,14.242825503592577,14.242825503592577,0.0,1,1,28726_8033FCB90,28726_8033FCB90,1,1,1533134.44,1533134.44,1,1,1533134.44,1533134.44,0.9999999999993477,0.0,0.0,0.0,0.0
2022-09-02 17:03:00,27621,80A3DE710,28416,80A5D3D80,1250993.89,Australian Dollar,1250993.89,Australian Dollar,ACH,0,17,4,0,14.039449704708492,14.039449704708492,0.0,1,0,27621_80A3DE710,28416_80A5D3D80,1,1,1250993.89,1250993.89,1,1,1250993.89,1250993.89,0.9999999999992006,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0
2022-09-10 13:14:00,28237,80A5F9F20,9371,8043A0FB0,9359.22,US Dollar,9359.22,US Dollar,ACH,1,13,5,1,9.144224073468921,9.144224073468921,0.0,1,0,28237_80A5F9F20,9371_8043A0FB0,1,1,9359.22,9359.22,10,9,37462591.29,3746259.1289999997,0.00024982842023792503,0.0,3.071976571042417e-05,0.0,4.0
2022-09-06 08:59:00,20486,807EF78D0,19477,80750D550,127652.54,Yuan,127652.54,Yuan,ACH,1,8,1,0,11.757075154365008,11.757075154365008,0.0,1,0,20486_807EF78D0,19477_80750D550,20,17,253170970.79999998,12658548.54,2,2,147654.44999999998,73827.22499999999,1714.6179529183535,7.247730094818736e-06,7.247730094818736e-06,4.0,0.0
2022-09-02 00:10:00,10,80152F550,120438,80D114E30,23.04,US Dollar,23.04,US Dollar,ACH,0,0,4,0,3.179719109667007,3.179719109667007,0.0,1,0,10_80152F550,120438_80D114E30,1,1,23.04,23.04,2,2,37.82,18.91,0.6092014645901253,7.247730094818736e-06,4.525048855987732e-05,1.0,2.0
2022-09-06 11:43:00,6129,810408DE0,139793,80EB1AA20,2372.62,Swiss Franc,2372.62,Swiss Franc,ACH,1,11,1,0,7.772171494960662,7.772171494960662,0.0,1,0,6129_810408DE0,139793_80EB1AA20,1,1,2372.62,2372.62,13,13,239202952.89,18400227.145384613,9.91885748622453e-06,1.395402598499172e-05,7.246910867105734e-05,1.0,8.0
2022-09-11 08:46:00,221891,80AEA5480,210185,80C4A9230,1147918.5,Yen,1147918.5,Yen,ACH,1,8,6,1,13.953461731451771,13.953461731451771,0.0,1,0,221891_80AEA5480,210185_80C4A9230,1,1,1147918.5,1147918.5,1,1,1147918.5,1147918.5,0.9999999999991288,0.0,0.0,0.0,0.0
2022-09-08 16:24:00,70,1004288A0,28237,80A5CEB80,3177.31,Australian Dollar,3177.31,Australian Dollar,Cheque,0,16,3,0,8.064104887965575,8.064104887965575,0.0,1,0,70_1004288A0,28237_80A5CEB80,390,305,329338271.92,844457.1074871796,1,1,3177.31,3177.31,103653.17574185297,2.06603218751647e-05,7.400799122701749e-06,107.0,1.0
2022-09-11 01:00:00,7548,8040AE4F0,15055,80C54A950,2022.81,Euro,2022.81,Euro,ACH,1,1,6,1,7.6127371524831755,7.6127371524831755,0.0,1,0,7548_8040AE4F0,15055_80C54A950,17,17,6616697.62,389217.50705882354,2,2,13087.289999999999,6543.6449999999995,505.58195161064043,7.247730094818736e-06,0.0,6.0,0.0
2022-09-05 08:48:00,28,80B763460,33727,80C84D050,5993.35,Mexican Peso,5993.35,Mexican Peso,ACH,0,8,0,0,8.698572637896936,8.698572637896936,0.0,1,0,28_80B763460,33727_80C84D050,1,1,5993.35,5993.35,1,1,5993.35,5993.35,0.9999999998331484,0.0,0.0,0.0,0.0
2022-09-14 11:16:00,4403,80F962B10,14804,80577B890,15676.34,US Dollar,15676.34,US Dollar,ACH,1,11,2,0,9.659971636656278,9.659971636656278,0.0,1,0,4403_80F962B10,14804_80577B890,13,13,273509.59,21039.199230769234,1,1,15676.34,15676.34,17.447286163897488,7.247730094818736e-06,0.0,4.0,0.0
2022-09-04 21:46:00,24144,802CB6320,23344,802CB68A0,2795.5,Euro,2795.5,Euro,ACH,1,21,6,1,7.936123914261643,7.936123914261643,0.0,1,0,24144_802CB6320,23344_802CB68A0,1,1,2795.5,2795.5,1,1,2795.5,2795.5,0.9999999996422823,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0
2022-09-09 04:17:00,28711,80337B3B0,7548,80BC04C90,25.35,Euro,25.35,Euro,ACH,0,4,4,0,3.2714682749873716,3.2714682749873716,0.0,1,0,28711_80337B3B0,7548_80BC04C90,2,2,6143.51,3071.755,1,1,25.35,25.35,242.34752495670512,7.247730094818736e-06,0.0,1.0,0.0
2022-09-04 03:35:00,70,1004288A0,28094,80A72F1E0,6567.37,Australian Dollar,6567.37,Australian Dollar,Cheque,0,3,6,1,8.79002098328492,8.79002098328492,0.0,1,0,70_1004288A0,28094_80A72F1E0,390,305,329338271.92,844457.1074871796,1,1,6567.37,6567.37,50147.66517949382,2.06603218751647e-05,7.400799122701749e-06,107.0,1.0
2022-09-03 02:05:00,116,80E2C0140,41638,80F6790B0,109.99,Swiss Franc,109.99,Swiss Franc,Credit Card,0,2,5,1,4.709440107163888,4.709440107163888,0.0,1,0,116_80E2C0140,41638_80F6790B0,2,1,219.98,109.99,2,1,219.98,109.99,0.9999999954541322,0.0,0.0,0.0,0.0
2022-09-01 03:47:00,8798,807D5D190,233580,8141F7770,916.12,US Dollar,916.12,US Dollar,Credit Card,0,3,3,0,6.821238325199753,6.821238325199753,0.0,1,0,8798_807D5D190,233580_8141F7770,3,1,2819.56,939.8533333333334,3,1,2819.56,939.8533333333334,0.9999999996453348,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0
2022-09-06 13:18:00,27637,803B7F120,139793,80EB1AA20,130471290.55,Swiss Franc,130471290.55,Swiss Franc,ACH,1,13,1,0,18.68666377240348,18.68666377240348,0.0,1,0,27637_803B7F120,139793_80EB1AA20,1,1,130471290.55,130471290.55,13,13,239202952.89,18400227.145384613,0.5454418056870646,0.0,7.246910867105734e-05,0.0,8.0
2022-09-01 00:07:00,16224,810581DA0,16224,810581DA0,14.03,US Dollar,14.03,US Dollar,Reinvestment,0,0,3,0,2.710048203764883,2.710048203764883,0.0,1,1,16224_810581DA0,16224_810581DA0,1,1,14.03,14.03,1,1,14.03,14.03,0.9999999287241677,0.0,0.0,0.0,0.0
2022-09-11 12:09:00,2947,804290F90,14325,801A21E40,15088.57,US Dollar,15088.57,US Dollar,ACH,1,12,6,1,9.621759055663373,9.621759055663373,0.0,1,0,2947_804290F90,14325_801A21E40,1,1,15088.57,15088.57,15,15,133656.21,8910.413999999999,0.1128909012150435,0.0,6.972105629186804e-05,0.0,9.0
2022-09-08 21:12:00,131808,810661190,136804,810661940,2417.12,Yuan,2417.12,Yuan,ACH,1,21,3,0,7.790745657734883,7.790745657734883,0.0,1,0,131808_810661190,136804_810661940,1,1,2417.12,2417.12,1,1,2417.12,2417.12,0.9999999995862846,0.0,0.0,0.0,0.0
2022-09-10 19:37:00,28255,80BFE6D70,15055,8028CF9A0,5295980.28,Euro,5295980.28,Euro,ACH,1,19,5,1,15.482458841849532,15.482458841849532,0.0,1,0,28255_80BFE6D70,15055_8028CF9A0,1,1,5295980.28,5295980.28,1,1,5295980.28,5295980.28,0.9999999999998112,0.0,0.0,0.0,0.0
2022-09-06 20:12:00,70,100428780,6,804FCAB40,37057.09,Rupee,37057.09,Rupee,Credit Card,0,20,1,0,10.520241960464809,10.520241960464809,0.0,1,0,70_100428780,6_804FCAB40,562,426,27178635067.34,48360560.61804271,2,1,53136.52,26568.26,511486.92211737833,2.06603218751647e-05,7.338721128060305e-06,180.0,1.0
2022-09-03 01:39:00,10,80034F560,21611,800A81460,2759.17,US Dollar,2759.17,US Dollar,Credit Card,0,1,5,1,7.923047551017249,7.923047551017249,0.0,1,0,10_80034F560,21611_800A81460,2,2,6919.77,3459.885,1,1,2759.17,2759.17,2.5079172350714467,0.0,0.0,0.0,0.0
2022-09-09 13:52:00,11405,805A5B6E0,13145,806B1F3E0,3756.04,US Dollar,3756.04,US Dollar,Credit Card,0,13,4,0,8.231386692309945,8.231386692309945,0.0,1,0,11405_805A5B6E0,13145_806B1F3E0,7,5,12231.21,1747.3157142857142,3,2,4290.03,1430.01,2.851077963825176,7.247730094818736e-06,1.0600878039905228e-05,2.0,1.0
2022-09-02 10:14:00,22345,80850BFD0,213704,80C7C5720,170148.74,US Dollar,170148.74,US Dollar,Cheque,0,10,4,0,12.044434151864412,12.044434151864412,0.0,1,0,22345_80850BFD0,213704_80C7C5720,4,3,211836.97999999998,52959.244999999995,2,1,198901.22999999998,99450.61499999999,1.065036048288565,0.0,0.0,0.0,0.0
2022-09-01 16:51:00,2591,80A1C7710,24850,80A09CF50,3724.19,Euro,3724.19,Euro,ACH,1,16,3,0,8.22287313622427,8.22287313622427,0.0,1,0,2591_80A1C7710,24850_80A09CF50,1,1,3724.19,3724.19,1,1,3724.19,3724.19,0.9999999997314852,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0
2022-09-09 18:26:00,3406,800340CB0,1467,80033FD10,160.59,US Dollar,160.59,US Dollar,Cheque,0,18,4,0,5.085062262984157,5.085062262984157,0.0,1,0,3406_800340CB0,1467_80033FD10,1,1,160.59,160.59,1,1,160.59,160.59,0.9999999937729622,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0
2022-09-08 17:25:00,28,80A4F0490,28611,80A73DB10,54.13,Australian Dollar,54.13,Australian Dollar,Cheque,0,17,3,0,4.009694032601592,4.009694032601592,0.0,1,0,28_80A4F0490,28611_80A73DB10,1,1,54.13,54.13,2,2,1317.7700000000002,658.8850000000001,0.0410769709121645,0.0,0.0,0.0,0.0
2022-09-06 11:18:00,49365,812A09D40,119,812A09CF0,7881.99,Saudi Riyal,7881.99,Saudi Riyal,ACH,1,11,1,0,8.972462552506522,8.972462552506522,0.0,1,0,49365_812A09D40,119_812A09CF0,19,2,587192.07,30904.845789473682,19,2,604836.76,31833.513684210528,0.9708273518280025,2.0101567656169872e-05,1.4883660137157982e-05,2.0,1.0
2022-09-04 03:05:00,22155,808D89450,17425,8071F9B50,673.66,US Dollar,673.66,US Dollar,ACH,1,3,6,1,6.5142088602675,6.5142088602675,0.0,1,0,22155_808D89450,17425_8071F9B50,7,7,1941614.16,277373.4514285714,1,1,673.66,673.66,2882.187093070411,7.247730094818736e-06,0.0,4.0,0.0
2022-09-07 13:50:00,222,811B83280,119,811C597B0,64634.28,Saudi Riyal,64634.28,Saudi Riyal,ACH,1,13,2,0,11.076515670726922,11.076515670726922,0.0,1,0,222_811B83280,119_811C597B0,22,7,886170.6799999999,40280.48545454545,23,4,36169899.68,1572604.3339130434,0.024500224989287986,1.94502312072809e-05,3.6101372967759865e-05,4.0,4.0
2022-09-10 22:17:00,14433,807FF7150,13917,807FF74B0,1027.3,US Dollar,1027.3,US Dollar,ACH,1,22,5,1,6.935662232235145,6.935662232235145,0.0,1,0,14433_807FF7150,13917_807FF74B0,1,1,1027.3,1027.3,1,1,1027.3,1027.3,0.9999999990265744,0.0,0.0,0.0,0.0
2022-09-02 15:07:00,220,8006C8FB0,16333,80D14EDC0,115.89,US Dollar,115.89,US Dollar,Credit Card,0,15,4,0,4.761233321619679,4.761233321619679,0.0,1,0,220_8006C8FB0,16333_80D14EDC0,3,1,388.07,129.35666666666665,3,1,388.07,129.35666666666665,0.9999999974231453,7.247730094818736e-06,1.395402598499172e-05,1.0,1.0
2022-09-06 07:05:00,222103,80E688E60,122342,811AC3210,17067.66,Euro,17067.66,Euro,Cash,0,7,1,0,9.744999312414265,9.744999312414265,0.0,1,0,222103_80E688E60,122342_811AC3210,3,2,31394.18,10464.726666666667,2,1,29473.25,14736.625,1.0651753708510199,0.0,0.0,0.0,0.0
2022-09-05 00:23:00,11813,80141C710,213580,808DDF600,11238.5,US Dollar,11238.5,US Dollar,Cheque,0,0,0,0,9.327189638472476,9.327189638472476,0.0,1,0,11813_80141C710,213580_808DDF600,1,1,11238.5,11238.5,1,1,11238.5,11238.5,0.9999999999110202,0.0,0.0,0.0,0.0
2022-09-12 18:56:00,11,800924840,120292,8087EF140,14578.39,UK Pound,14578.39,UK Pound,ACH,1,18,0,0,9.587364166552979,9.587364166552979,0.0,1,0,11_800924840,120292_8087EF140,12,10,59865.68,4988.806666666666,1,1,14578.39,14578.39,4.106467174763025,3.099090591553228e-05,0.0,4.0,0.0
2022-09-10 11:12:00,70,100428738,210997,803FBD8A0,3846.76,Yen,3846.76,Yen,Credit Card,1,11,5,1,8.255246439778134,8.255246439778134,0.0,1,0,70_100428738,210997_803FBD8A0,476,367,3952369538.72,8303297.3502521,1,1,3846.76,3846.76,1027454.1530255451,2.06603218751647e-05,0.0,164.0,0.0
2022-09-01 12:06:00,15,80A10CBD0,15,80A10D150,1196.34,Australian Dollar,1196.34,Australian Dollar,ACH,1,12,3,0,7.08785770866721,7.08785770866721,0.0,1,1,15_80A10CBD0,15_80A10D150,4,3,3813.13,953.2825,1,1,1196.34,1196.34,3.1873296862201967,7.247730094818736e-06,7.247730094818736e-06,2.0,0.0
